noise_percentage,confidence_factor,size_of_the_tree
12.500,0.475,645
12.500,0.4,565
12.500,0.5,645
12.550,0.025,1
12.550,0.05,1
12.550,0.075,40
12.550,0.125,40
12.550,0.150,40
12.550,0.175,40
12.550,0.1,40
12.550,0.225,136
12.550,0.25,302
12.550,0.275,347
12.550,0.2,114
12.550,0.325,406
12.550,0.350,417
12.550,0.375,451
12.550,0.3,380
12.550,0.425,559
12.550,0.45,615
12.550,0.475,615
12.550,0.4,496
12.550,0.5,615
12.600,0.025,1
12.600,0.05,28
12.600,0.075,31
12.600,0.125,34
12.600,0.150,34
12.600,0.175,61
12.600,0.1,31
12.600,0.225,184
12.600,0.25,193
12.600,0.275,205
12.600,0.2,64
12.600,0.325,458
12.600,0.350,473
12.600,0.375,528
12.600,0.3,415
12.600,0.425,557
12.600,0.45,587
12.600,0.475,599
12.600,0.4,551
12.600,0.5,599
12.650,0.025,1
12.650,0.05,43
12.650,0.075,47
12.650,0.125,47
12.650,0.150,47
12.650,0.175,47
12.650,0.1,47
12.650,0.225,133
12.650,0.25,136
12.650,0.275,147
12.650,0.2,133
12.650,0.325,372
12.650,0.350,494
12.650,0.375,546
12.650,0.3,343
12.650,0.425,599
12.650,0.45,615
12.650,0.475,629
12.650,0.4,555
12.650,0.5,629
12.700,0.025,1
12.700,0.05,1
12.700,0.075,36
12.700,0.125,36
12.700,0.150,36
12.700,0.175,95
12.700,0.1,36
12.700,0.225,105
12.700,0.25,104
12.700,0.275,104
12.700,0.2,105
12.700,0.325,382
12.700,0.350,468
12.700,0.375,501
12.700,0.3,115
12.700,0.425,525
12.700,0.45,566
12.700,0.475,566
12.700,0.4,518
12.700,0.5,566
12.750,0.025,1
12.750,0.05,1
12.750,0.075,45
12.750,0.125,45
12.750,0.150,45
12.750,0.175,45
12.750,0.1,45
12.750,0.225,49
12.750,0.25,49
12.750,0.275,333
12.750,0.2,49
12.750,0.325,482
12.750,0.350,508
12.750,0.375,508
12.750,0.3,407
12.750,0.425,552
12.750,0.45,578
12.750,0.475,588
12.750,0.4,546
12.750,0.5,600
12.800,0.025,1
12.800,0.05,31
12.800,0.075,37
12.800,0.125,37
12.800,0.150,37
12.800,0.175,85
12.800,0.1,37
12.800,0.225,131
12.800,0.25,147
12.800,0.275,161
12.800,0.2,92
12.800,0.325,523
12.800,0.350,533
12.800,0.375,546
12.800,0.3,505
12.800,0.425,580
12.800,0.45,605
12.800,0.475,621
12.800,0.4,564
12.800,0.5,657
12.850,0.025,1
12.850,0.05,42
12.850,0.075,42
12.850,0.125,52
12.850,0.150,52
12.850,0.175,99
12.850,0.1,42
12.850,0.225,100
12.850,0.25,138
12.850,0.275,331
12.850,0.2,103
12.850,0.325,420
12.850,0.350,480
12.850,0.375,480
12.850,0.3,354
12.850,0.425,561
12.850,0.45,605
12.850,0.475,624
12.850,0.4,514
12.850,0.5,624
12.900,0.025,1
12.900,0.05,1
12.900,0.075,38
12.900,0.125,60
12.900,0.150,63
12.900,0.175,63
12.900,0.1,38
12.900,0.225,193
12.900,0.25,218
12.900,0.275,435
12.900,0.2,67
12.900,0.325,447
12.900,0.350,475
12.900,0.375,560
12.900,0.3,445
12.900,0.425,638
12.900,0.45,638
12.900,0.475,638
12.900,0.4,590
12.900,0.5,638
12.950,0.025,1
12.950,0.05,1
12.950,0.075,33
12.950,0.125,36
12.950,0.150,36
12.950,0.175,36
12.950,0.1,33
12.950,0.225,36
12.950,0.25,43
12.950,0.275,256
12.950,0.2,36
12.950,0.325,374
12.950,0.350,421
12.950,0.375,471
12.950,0.3,256
12.950,0.425,524
12.950,0.45,529
12.950,0.475,543
12.950,0.4,510
12.950,0.5,543
13.000,0.025,1
13.000,0.05,33
13.000,0.075,38
13.000,0.125,38
13.000,0.150,38
13.000,0.175,38
13.000,0.1,38
13.000,0.225,49
13.000,0.25,282
13.000,0.275,312
13.000,0.2,45
13.000,0.325,436
13.000,0.350,492
13.000,0.375,530
13.000,0.3,357
13.000,0.425,556
13.000,0.45,578
13.000,0.475,587
13.000,0.4,547
13.000,0.5,587
13.050,0.025,1
13.050,0.05,1
13.050,0.075,39
13.050,0.125,45
13.050,0.150,57
13.050,0.175,57
13.050,0.1,45
13.050,0.225,145
13.050,0.25,154
13.050,0.275,192
13.050,0.2,57
13.050,0.325,224
13.050,0.350,438
13.050,0.375,522
13.050,0.3,199
13.050,0.425,609
13.050,0.45,617
13.050,0.475,652
13.050,0.4,522
13.050,0.5,652
13.100,0.025,1
13.100,0.05,38
13.100,0.075,38
13.100,0.125,48
13.100,0.150,48
13.100,0.175,68
13.100,0.1,38
13.100,0.225,68
13.100,0.25,274
13.100,0.275,276
13.100,0.2,68
13.100,0.325,407
13.100,0.350,427
13.100,0.375,474
13.100,0.3,335
13.100,0.425,586
13.100,0.45,607
13.100,0.475,625
13.100,0.4,564
13.100,0.5,625
13.150,0.025,1
13.150,0.05,1
13.150,0.075,1
13.150,0.125,46
13.150,0.150,57
13.150,0.175,57
13.150,0.1,46
13.150,0.225,93
13.150,0.25,151
13.150,0.275,296
13.150,0.2,89
13.150,0.325,369
13.150,0.350,483
13.150,0.375,489
13.150,0.3,330
13.150,0.425,529
13.150,0.45,548
13.150,0.475,556
13.150,0.4,505
13.150,0.5,592
13.200,0.025,1
13.200,0.05,1
13.200,0.075,31
13.200,0.125,31
13.200,0.150,31
13.200,0.175,31
13.200,0.1,31
13.200,0.225,142
13.200,0.25,147
13.200,0.275,155
13.200,0.2,142
13.200,0.325,499
13.200,0.350,503
13.200,0.375,554
13.200,0.3,488
13.200,0.425,616
13.200,0.45,643
13.200,0.475,643
13.200,0.4,593
13.200,0.5,658
13.250,0.025,1
13.250,0.05,34
13.250,0.075,34
13.250,0.125,34
13.250,0.150,47
13.250,0.175,47
13.250,0.1,34
13.250,0.225,170
13.250,0.25,330
13.250,0.275,401
13.250,0.2,60
13.250,0.325,439
13.250,0.350,436
13.250,0.375,453
13.250,0.3,429
13.250,0.425,560
13.250,0.45,592
13.250,0.475,601
13.250,0.4,545
13.250,0.5,601
13.300,0.025,1
13.300,0.05,44
13.300,0.075,47
13.300,0.125,47
13.300,0.150,47
13.300,0.175,47
13.300,0.1,47
13.300,0.225,133
13.300,0.25,171
13.300,0.275,345
13.300,0.2,47
13.300,0.325,459
13.300,0.350,485
13.300,0.375,511
13.300,0.3,453
13.300,0.425,577
13.300,0.45,604
13.300,0.475,604
13.300,0.4,535
13.300,0.5,610
13.350,0.025,1
13.350,0.05,22
13.350,0.075,30
13.350,0.125,55
13.350,0.150,55
13.350,0.175,67
13.350,0.1,46
13.350,0.225,78
13.350,0.25,81
13.350,0.275,383
13.350,0.2,75
13.350,0.325,487
13.350,0.350,523
13.350,0.375,523
13.350,0.3,465
13.350,0.425,551
13.350,0.45,607
13.350,0.475,607
13.350,0.4,536
13.350,0.5,607
13.400,0.025,1
13.400,0.05,41
13.400,0.075,45
13.400,0.125,45
13.400,0.150,45
13.400,0.175,45
13.400,0.1,45
13.400,0.225,118
13.400,0.25,121
13.400,0.275,180
13.400,0.2,102
13.400,0.325,502
13.400,0.350,526
13.400,0.375,537
13.400,0.3,442
13.400,0.425,611
13.400,0.45,638
13.400,0.475,649
13.400,0.4,570
13.400,0.5,649
13.450,0.025,1
13.450,0.05,1
13.450,0.075,1
13.450,0.125,31
13.450,0.150,31
13.450,0.175,31
13.450,0.1,31
13.450,0.225,56
13.450,0.25,95
13.450,0.275,374
13.450,0.2,31
13.450,0.325,405
13.450,0.350,446
13.450,0.375,539
13.450,0.3,373
13.450,0.425,659
13.450,0.45,674
13.450,0.475,693
13.450,0.4,640
13.450,0.5,693
13.500,0.025,1
13.500,0.05,1
13.500,0.075,41
13.500,0.125,41
13.500,0.150,41
13.500,0.175,57
13.500,0.1,41
13.500,0.225,154
13.500,0.25,162
13.500,0.275,179
13.500,0.2,57
13.500,0.325,435
13.500,0.350,436
13.500,0.375,447
13.500,0.3,194
13.500,0.425,530
13.500,0.45,591
13.500,0.475,591
13.500,0.4,530
13.500,0.5,591
13.550,0.025,1
13.550,0.05,1
13.550,0.075,1
13.550,0.125,43
13.550,0.150,46
13.550,0.175,124
13.550,0.1,43
13.550,0.225,164
13.550,0.25,164
13.550,0.275,266
13.550,0.2,146
13.550,0.325,396
13.550,0.350,409
13.550,0.375,499
13.550,0.3,370
13.550,0.425,557
13.550,0.45,571
13.550,0.475,586
13.550,0.4,504
13.550,0.5,586
13.600,0.025,1
13.600,0.05,1
13.600,0.075,44
13.600,0.125,44
13.600,0.150,44
13.600,0.175,44
13.600,0.1,44
13.600,0.225,163
13.600,0.25,240
13.600,0.275,240
13.600,0.2,136
13.600,0.325,515
13.600,0.350,529
13.600,0.375,541
13.600,0.3,446
13.600,0.425,563
13.600,0.45,588
13.600,0.475,626
13.600,0.4,548
13.600,0.5,646
13.650,0.025,1
13.650,0.05,47
13.650,0.075,49
13.650,0.125,52
13.650,0.150,60
13.650,0.175,60
13.650,0.1,49
13.650,0.225,144
13.650,0.25,319
13.650,0.275,344
13.650,0.2,56
13.650,0.325,505
13.650,0.350,510
13.650,0.375,510
13.650,0.3,440
13.650,0.425,641
13.650,0.45,647
13.650,0.475,654
13.650,0.4,546
13.650,0.5,670
13.700,0.025,1
13.700,0.05,44
13.700,0.075,44
13.700,0.125,44
13.700,0.150,44
13.700,0.175,44
13.700,0.1,44
13.700,0.225,98
13.700,0.25,296
13.700,0.275,325
13.700,0.2,48
13.700,0.325,382
13.700,0.350,463
13.700,0.375,492
13.700,0.3,371
13.700,0.425,556
13.700,0.45,597
13.700,0.475,618
13.700,0.4,532
13.700,0.5,618
13.750,0.025,1
13.750,0.05,40
13.750,0.075,40
13.750,0.125,40
13.750,0.150,43
13.750,0.175,43
13.750,0.1,40
13.750,0.225,147
13.750,0.25,154
13.750,0.275,186
13.750,0.2,139
13.750,0.325,388
13.750,0.350,478
13.750,0.375,508
13.750,0.3,209
13.750,0.425,567
13.750,0.45,581
13.750,0.475,581
13.750,0.4,567
13.750,0.5,581
13.800,0.025,1
13.800,0.05,1
13.800,0.075,48
13.800,0.125,48
13.800,0.150,48
13.800,0.175,62
13.800,0.1,48
13.800,0.225,202
13.800,0.25,202
13.800,0.275,363
13.800,0.2,62
13.800,0.325,439
13.800,0.350,479
13.800,0.375,493
13.800,0.3,382
13.800,0.425,641
13.800,0.45,672
13.800,0.475,672
13.800,0.4,606
13.800,0.5,712
13.850,0.025,1
13.850,0.05,35
13.850,0.075,38
13.850,0.125,53
13.850,0.150,53
13.850,0.175,96
13.850,0.1,57
13.850,0.225,153
13.850,0.25,155
13.850,0.275,217
13.850,0.2,123
13.850,0.325,433
13.850,0.350,443
13.850,0.375,480
13.850,0.3,226
13.850,0.425,512
13.850,0.45,583
13.850,0.475,632
13.850,0.4,512
13.850,0.5,632
13.900,0.025,1
13.900,0.05,43
13.900,0.075,43
13.900,0.125,43
13.900,0.150,66
13.900,0.175,66
13.900,0.1,43
13.900,0.225,149
13.900,0.25,359
13.900,0.275,382
13.900,0.2,144
13.900,0.325,415
13.900,0.350,476
13.900,0.375,523
13.900,0.3,415
13.900,0.425,589
13.900,0.45,609
13.900,0.475,621
13.900,0.4,544
13.900,0.5,640
13.950,0.025,1
13.950,0.05,1
13.950,0.075,28
13.950,0.125,43
13.950,0.150,55
13.950,0.175,55
13.950,0.1,28
13.950,0.225,58
13.950,0.25,163
13.950,0.275,172
13.950,0.2,58
13.950,0.325,381
13.950,0.350,445
13.950,0.375,451
13.950,0.3,349
13.950,0.425,563
13.950,0.45,628
13.950,0.475,645
13.950,0.4,451
13.950,0.5,645
14.000,0.025,1
14.000,0.05,1
14.000,0.075,1
14.000,0.125,38
14.000,0.150,38
14.000,0.175,95
14.000,0.1,28
14.000,0.225,132
14.000,0.25,143
14.000,0.275,174
14.000,0.2,119
14.000,0.325,349
14.000,0.350,460
14.000,0.375,474
14.000,0.3,198
14.000,0.425,552
14.000,0.45,564
14.000,0.475,618
14.000,0.4,491
14.000,0.5,618
14.050,0.025,1
14.050,0.05,41
14.050,0.075,47
14.050,0.125,50
14.050,0.150,50
14.050,0.175,70
14.050,0.1,47
14.050,0.225,208
14.050,0.25,236
14.050,0.275,248
14.050,0.2,50
14.050,0.325,399
14.050,0.350,416
14.050,0.375,451
14.050,0.3,388
14.050,0.425,590
14.050,0.45,616
14.050,0.475,627
14.050,0.4,490
14.050,0.5,627
14.100,0.025,1
14.100,0.05,1
14.100,0.075,69
14.100,0.125,71
14.100,0.150,71
14.100,0.175,79
14.100,0.1,71
14.100,0.225,157
14.100,0.25,156
14.100,0.275,186
14.100,0.2,83
14.100,0.325,436
14.100,0.350,466
14.100,0.375,496
14.100,0.3,418
14.100,0.425,563
14.100,0.45,601
14.100,0.475,606
14.100,0.4,546
14.100,0.5,606
14.150,0.025,1
14.150,0.05,1
14.150,0.075,43
14.150,0.125,43
14.150,0.150,51
14.150,0.175,46
14.150,0.1,43
14.150,0.225,50
14.150,0.25,50
14.150,0.275,365
14.150,0.2,50
14.150,0.325,448
14.150,0.350,512
14.150,0.375,591
14.150,0.3,426
14.150,0.425,609
14.150,0.45,609
14.150,0.475,621
14.150,0.4,605
14.150,0.5,621
14.200,0.025,1
14.200,0.05,1
14.200,0.075,38
14.200,0.125,40
14.200,0.150,40
14.200,0.175,40
14.200,0.1,40
14.200,0.225,171
14.200,0.25,175
14.200,0.275,255
14.200,0.2,132
14.200,0.325,462
14.200,0.350,482
14.200,0.375,498
14.200,0.3,382
14.200,0.425,578
14.200,0.45,615
14.200,0.475,648
14.200,0.4,549
14.200,0.5,648
14.250,0.025,1
14.250,0.05,1
14.250,0.075,35
14.250,0.125,41
14.250,0.150,46
14.250,0.175,46
14.250,0.1,41
14.250,0.225,57
14.250,0.25,108
14.250,0.275,125
14.250,0.2,57
14.250,0.325,410
14.250,0.350,533
14.250,0.375,553
14.250,0.3,300
14.250,0.425,585
14.250,0.45,618
14.250,0.475,625
14.250,0.4,573
14.250,0.5,632
14.300,0.025,1
14.300,0.05,27
14.300,0.075,27
14.300,0.125,36
14.300,0.150,36
14.300,0.175,80
14.300,0.1,36
14.300,0.225,93
14.300,0.25,99
14.300,0.275,99
14.300,0.2,80
14.300,0.325,439
14.300,0.350,483
14.300,0.375,511
14.300,0.3,439
14.300,0.425,563
14.300,0.45,569
14.300,0.475,569
14.300,0.4,526
14.300,0.5,597
14.350,0.025,1
14.350,0.05,1
14.350,0.075,49
14.350,0.125,52
14.350,0.150,52
14.350,0.175,63
14.350,0.1,52
14.350,0.225,123
14.350,0.25,346
14.350,0.275,373
14.350,0.2,63
14.350,0.325,415
14.350,0.350,432
14.350,0.375,464
14.350,0.3,380
14.350,0.425,600
14.350,0.45,608
14.350,0.475,608
14.350,0.4,503
14.350,0.5,608
14.400,0.025,1
14.400,0.05,34
14.400,0.075,34
14.400,0.125,34
14.400,0.150,47
14.400,0.175,47
14.400,0.1,34
14.400,0.225,158
14.400,0.25,185
14.400,0.275,382
14.400,0.2,47
14.400,0.325,446
14.400,0.350,477
14.400,0.375,527
14.400,0.3,441
14.400,0.425,584
14.400,0.45,612
14.400,0.475,612
14.400,0.4,552
14.400,0.5,612
14.450,0.025,1
14.450,0.05,35
14.450,0.075,43
14.450,0.125,43
14.450,0.150,43
14.450,0.175,43
14.450,0.1,43
14.450,0.225,147
14.450,0.25,167
14.450,0.275,429
14.450,0.2,43
14.450,0.325,483
14.450,0.350,550
14.450,0.375,550
14.450,0.3,450
14.450,0.425,602
14.450,0.45,651
14.450,0.475,651
14.450,0.4,596
14.450,0.5,651
14.500,0.025,1
14.500,0.05,31
14.500,0.075,34
14.500,0.125,34
14.500,0.150,34
14.500,0.175,34
14.500,0.1,34
14.500,0.225,153
14.500,0.25,169
14.500,0.275,198
14.500,0.2,116
14.500,0.325,496
14.500,0.350,517
14.500,0.375,521
14.500,0.3,201
14.500,0.425,610
14.500,0.45,621
14.500,0.475,640
14.500,0.4,558
14.500,0.5,640
14.550,0.025,1
14.550,0.05,1
14.550,0.075,45
14.550,0.125,45
14.550,0.150,45
14.550,0.175,55
14.550,0.1,45
14.550,0.225,139
14.550,0.25,175
14.550,0.275,405
14.550,0.2,59
14.550,0.325,479
14.550,0.350,519
14.550,0.375,548
14.550,0.3,455
14.550,0.425,618
14.550,0.45,645
14.550,0.475,666
14.550,0.4,589
14.550,0.5,666
14.600,0.025,1
14.600,0.05,38
14.600,0.075,41
14.600,0.125,41
14.600,0.150,41
14.600,0.175,41
14.600,0.1,41
14.600,0.225,150
14.600,0.25,197
14.600,0.275,298
14.600,0.2,41
14.600,0.325,449
14.600,0.350,545
14.600,0.375,552
14.600,0.3,394
14.600,0.425,588
14.600,0.45,599
14.600,0.475,609
14.600,0.4,582
14.600,0.5,609
14.650,0.025,1
14.650,0.05,1
14.650,0.075,38
14.650,0.125,43
14.650,0.150,43
14.650,0.175,43
14.650,0.1,43
14.650,0.225,110
14.650,0.25,150
14.650,0.275,200
14.650,0.2,75
14.650,0.325,461
14.650,0.350,499
14.650,0.375,521
14.650,0.3,440
14.650,0.425,637
14.650,0.45,679
14.650,0.475,695
14.650,0.4,597
14.650,0.5,695
14.700,0.025,1
14.700,0.05,38
14.700,0.075,40
14.700,0.125,40
14.700,0.150,40
14.700,0.175,40
14.700,0.1,40
14.700,0.225,51
14.700,0.25,196
14.700,0.275,217
14.700,0.2,47
14.700,0.325,437
14.700,0.350,498
14.700,0.375,563
14.700,0.3,412
14.700,0.425,601
14.700,0.45,601
14.700,0.475,608
14.700,0.4,576
14.700,0.5,608
14.750,0.025,1
14.750,0.05,1
14.750,0.075,39
14.750,0.125,39
14.750,0.150,39
14.750,0.175,39
14.750,0.1,39
14.750,0.225,171
14.750,0.25,153
14.750,0.275,164
14.750,0.2,62
14.750,0.325,508
14.750,0.350,512
14.750,0.375,528
14.750,0.3,488
14.750,0.425,579
14.750,0.45,598
14.750,0.475,606
14.750,0.4,545
14.750,0.5,606
14.800,0.025,1
14.800,0.05,32
14.800,0.075,35
14.800,0.125,35
14.800,0.150,120
14.800,0.175,125
14.800,0.1,35
14.800,0.225,134
14.800,0.25,134
14.800,0.275,190
14.800,0.2,128
14.800,0.325,463
14.800,0.350,491
14.800,0.375,491
14.800,0.3,435
14.800,0.425,571
14.800,0.45,578
14.800,0.475,585
14.800,0.4,542
14.800,0.5,585
14.850,0.025,1
14.850,0.05,1
14.850,0.075,41
14.850,0.125,41
14.850,0.150,41
14.850,0.175,41
14.850,0.1,41
14.850,0.225,168
14.850,0.25,181
14.850,0.275,193
14.850,0.2,64
14.850,0.325,464
14.850,0.350,496
14.850,0.375,508
14.850,0.3,395
14.850,0.425,577
14.850,0.45,635
14.850,0.475,650
14.850,0.4,536
14.850,0.5,650
14.900,0.025,1
14.900,0.05,1
14.900,0.075,34
14.900,0.125,40
14.900,0.150,40
14.900,0.175,40
14.900,0.1,34
14.900,0.225,120
14.900,0.25,138
14.900,0.275,271
14.900,0.2,44
14.900,0.325,507
14.900,0.350,548
14.900,0.375,557
14.900,0.3,289
14.900,0.425,638
14.900,0.45,653
14.900,0.475,665
14.900,0.4,565
14.900,0.5,665
14.950,0.025,1
14.950,0.05,1
14.950,0.075,38
14.950,0.125,44
14.950,0.150,44
14.950,0.175,44
14.950,0.1,44
14.950,0.225,78
14.950,0.25,102
14.950,0.275,235
14.950,0.2,62
14.950,0.325,441
14.950,0.350,535
14.950,0.375,544
14.950,0.3,269
14.950,0.425,576
14.950,0.45,616
14.950,0.475,627
14.950,0.4,545
14.950,0.5,627
15.000,0.025,1
15.000,0.05,1
15.000,0.075,42
15.000,0.125,42
15.000,0.150,42
15.000,0.175,42
15.000,0.1,42
15.000,0.225,225
15.000,0.25,211
15.000,0.275,257
15.000,0.2,146
15.000,0.325,419
15.000,0.350,504
15.000,0.375,554
15.000,0.3,370
15.000,0.425,644
15.000,0.45,646
15.000,0.475,646
15.000,0.4,556
15.000,0.5,646
15.050,0.025,1
15.050,0.05,1
15.050,0.075,35
15.050,0.125,50
15.050,0.150,73
15.050,0.175,73
15.050,0.1,35
15.050,0.225,171
15.050,0.25,195
15.050,0.275,201
15.050,0.2,81
15.050,0.325,346
15.050,0.350,459
15.050,0.375,482
15.050,0.3,332
15.050,0.425,579
15.050,0.45,612
15.050,0.475,612
15.050,0.4,566
15.050,0.5,612
15.100,0.025,1
15.100,0.05,1
15.100,0.075,1
15.100,0.125,36
15.100,0.150,42
15.100,0.175,42
15.100,0.1,36
15.100,0.225,154
15.100,0.25,173
15.100,0.275,393
15.100,0.2,59
15.100,0.325,423
15.100,0.350,455
15.100,0.375,461
15.100,0.3,421
15.100,0.425,567
15.100,0.45,579
15.100,0.475,579
15.100,0.4,479
15.100,0.5,579
15.150,0.025,1
15.150,0.05,1
15.150,0.075,41
15.150,0.125,41
15.150,0.150,41
15.150,0.175,80
15.150,0.1,41
15.150,0.225,113
15.150,0.25,137
15.150,0.275,347
15.150,0.2,101
15.150,0.325,473
15.150,0.350,529
15.150,0.375,532
15.150,0.3,436
15.150,0.425,587
15.150,0.45,606
15.150,0.475,653
15.150,0.4,574
15.150,0.5,668
15.200,0.025,1
15.200,0.05,1
15.200,0.075,36
15.200,0.125,39
15.200,0.150,39
15.200,0.175,39
15.200,0.1,39
15.200,0.225,134
15.200,0.25,175
15.200,0.275,338
15.200,0.2,55
15.200,0.325,489
15.200,0.350,485
15.200,0.375,539
15.200,0.3,389
15.200,0.425,612
15.200,0.45,633
15.200,0.475,633
15.200,0.4,581
15.200,0.5,633
15.250,0.025,41
15.250,0.05,41
15.250,0.075,48
15.250,0.125,60
15.250,0.150,60
15.250,0.175,60
15.250,0.1,48
15.250,0.225,140
15.250,0.25,201
15.250,0.275,248
15.250,0.2,140
15.250,0.325,359
15.250,0.350,534
15.250,0.375,563
15.250,0.3,253
15.250,0.425,591
15.250,0.45,644
15.250,0.475,652
15.250,0.4,591
15.250,0.5,652
15.300,0.025,1
15.300,0.05,38
15.300,0.075,38
15.300,0.125,38
15.300,0.150,41
15.300,0.175,95
15.300,0.1,38
15.300,0.225,156
15.300,0.25,160
15.300,0.275,339
15.300,0.2,114
15.300,0.325,424
15.300,0.350,448
15.300,0.375,476
15.300,0.3,397
15.300,0.425,502
15.300,0.45,572
15.300,0.475,572
15.300,0.4,500
15.300,0.5,572
15.350,0.025,1
15.350,0.05,1
15.350,0.075,33
15.350,0.125,33
15.350,0.150,33
15.350,0.175,33
15.350,0.1,33
15.350,0.225,209
15.350,0.25,225
15.350,0.275,231
15.350,0.2,33
15.350,0.325,436
15.350,0.350,516
15.350,0.375,553
15.350,0.3,436
15.350,0.425,608
15.350,0.45,659
15.350,0.475,659
15.350,0.4,577
15.350,0.5,659
15.400,0.025,1
15.400,0.05,27
15.400,0.075,31
15.400,0.125,50
15.400,0.150,56
15.400,0.175,63
15.400,0.1,31
15.400,0.225,190
15.400,0.25,193
15.400,0.275,264
15.400,0.2,187
15.400,0.325,429
15.400,0.350,453
15.400,0.375,463
15.400,0.3,264
15.400,0.425,562
15.400,0.45,615
15.400,0.475,667
15.400,0.4,489
15.400,0.5,667
15.450,0.025,1
15.450,0.05,35
15.450,0.075,35
15.450,0.125,61
15.450,0.150,61
15.450,0.175,61
15.450,0.1,42
15.450,0.225,131
15.450,0.25,162
15.450,0.275,189
15.450,0.2,68
15.450,0.325,489
15.450,0.350,493
15.450,0.375,515
15.450,0.3,456
15.450,0.425,619
15.450,0.45,626
15.450,0.475,637
15.450,0.4,606
15.450,0.5,637
15.500,0.025,1
15.500,0.05,1
15.500,0.075,38
15.500,0.125,46
15.500,0.150,46
15.500,0.175,112
15.500,0.1,46
15.500,0.225,119
15.500,0.25,122
15.500,0.275,285
15.500,0.2,116
15.500,0.325,446
15.500,0.350,502
15.500,0.375,526
15.500,0.3,437
15.500,0.425,578
15.500,0.45,599
15.500,0.475,606
15.500,0.4,526
15.500,0.5,606
15.550,0.025,1
15.550,0.05,39
15.550,0.075,39
15.550,0.125,39
15.550,0.150,39
15.550,0.175,39
15.550,0.1,39
15.550,0.225,144
15.550,0.25,163
15.550,0.275,169
15.550,0.2,43
15.550,0.325,434
15.550,0.350,459
15.550,0.375,465
15.550,0.3,396
15.550,0.425,563
15.550,0.45,582
15.550,0.475,638
15.550,0.4,482
15.550,0.5,638
15.600,0.025,1
15.600,0.05,1
15.600,0.075,1
15.600,0.125,29
15.600,0.150,38
15.600,0.175,38
15.600,0.1,29
15.600,0.225,159
15.600,0.25,191
15.600,0.275,342
15.600,0.2,48
15.600,0.325,379
15.600,0.350,490
15.600,0.375,535
15.600,0.3,358
15.600,0.425,576
15.600,0.45,643
15.600,0.475,663
15.600,0.4,550
15.600,0.5,663
15.650,0.025,1
15.650,0.05,1
15.650,0.075,41
15.650,0.125,67
15.650,0.150,70
15.650,0.175,122
15.650,0.1,41
15.650,0.225,134
15.650,0.25,138
15.650,0.275,152
15.650,0.2,128
15.650,0.325,501
15.650,0.350,520
15.650,0.375,520
15.650,0.3,489
15.650,0.425,574
15.650,0.45,592
15.650,0.475,592
15.650,0.4,567
15.650,0.5,624
15.700,0.025,1
15.700,0.05,32
15.700,0.075,41
15.700,0.125,41
15.700,0.150,41
15.700,0.175,41
15.700,0.1,41
15.700,0.225,41
15.700,0.25,116
15.700,0.275,262
15.700,0.2,41
15.700,0.325,434
15.700,0.350,446
15.700,0.375,494
15.700,0.3,371
15.700,0.425,561
15.700,0.45,589
15.700,0.475,589
15.700,0.4,518
15.700,0.5,589
15.750,0.025,1
15.750,0.05,1
15.750,0.075,31
15.750,0.125,48
15.750,0.150,62
15.750,0.175,111
15.750,0.1,48
15.750,0.225,158
15.750,0.25,163
15.750,0.275,176
15.750,0.2,146
15.750,0.325,434
15.750,0.350,475
15.750,0.375,487
15.750,0.3,216
15.750,0.425,590
15.750,0.45,614
15.750,0.475,637
15.750,0.4,543
15.750,0.5,637
15.800,0.025,1
15.800,0.05,1
15.800,0.075,35
15.800,0.125,35
15.800,0.150,35
15.800,0.175,42
15.800,0.1,35
15.800,0.225,137
15.800,0.25,373
15.800,0.275,430
15.800,0.2,42
15.800,0.325,433
15.800,0.350,449
15.800,0.375,448
15.800,0.3,424
15.800,0.425,525
15.800,0.45,531
15.800,0.475,595
15.800,0.4,510
15.800,0.5,595
15.850,0.025,1
15.850,0.05,41
15.850,0.075,41
15.850,0.125,41
15.850,0.150,56
15.850,0.175,83
15.850,0.1,41
15.850,0.225,88
15.850,0.25,219
15.850,0.275,224
15.850,0.2,88
15.850,0.325,504
15.850,0.350,520
15.850,0.375,528
15.850,0.3,500
15.850,0.425,589
15.850,0.45,596
15.850,0.475,596
15.850,0.4,561
15.850,0.5,596
15.900,0.025,1
15.900,0.05,41
15.900,0.075,47
15.900,0.125,47
15.900,0.150,53
15.900,0.175,59
15.900,0.1,47
15.900,0.225,154
15.900,0.25,157
15.900,0.275,235
15.900,0.2,59
15.900,0.325,499
15.900,0.350,535
15.900,0.375,551
15.900,0.3,459
15.900,0.425,605
15.900,0.45,640
15.900,0.475,640
15.900,0.4,570
15.900,0.5,651
15.950,0.025,1
15.950,0.05,31
15.950,0.075,31
15.950,0.125,41
15.950,0.150,41
15.950,0.175,41
15.950,0.1,31
15.950,0.225,45
15.950,0.25,45
15.950,0.275,253
15.950,0.2,45
15.950,0.325,485
15.950,0.350,505
15.950,0.375,519
15.950,0.3,477
15.950,0.425,600
15.950,0.45,633
15.950,0.475,634
15.950,0.4,576
15.950,0.5,634
16.000,0.025,1
16.000,0.05,1
16.000,0.075,1
16.000,0.125,42
16.000,0.150,45
16.000,0.175,45
16.000,0.1,42
16.000,0.225,45
16.000,0.25,227
16.000,0.275,345
16.000,0.2,45
16.000,0.325,394
16.000,0.350,441
16.000,0.375,496
